total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,engagement_score,is_fast_responder,stage_numeric,total_stage_days,source_quality_score,has_high_form_completion,converted
0,5,3,0,1,55,35.2,25,4,7,1,4,2.6666666666666665,0,1,16,3,0,0
2,9,3,0,0,66,29.5,18,19,2,3,3,4.666666666666667,0,1,27,3,0,0
0,0,2,1,0,29,,8,17,3,10,1,0.6666666666666666,0,4,31,4,0,0
6,5,2,1,0,43,32.3,30,13,11,3,2,4.333333333333333,0,2,29,3,0,1
3,0,2,1,0,70,,1,4,11,0,5,1.6666666666666667,0,3,20,1,1,0
3,0,0,0,0,80,,4,5,3,0,2,1.0,0,1,10,5,1,1
7,6,2,1,1,25,20.8,4,5,9,10,0,5.0,0,2,24,3,0,1
6,11,5,1,0,36,,2,3,0,0,7,7.333333333333333,0,6,10,3,0,1
6,10,5,1,1,81,,0,15,11,5,4,7.0,0,6,35,1,1,1
1,0,0,0,0,55,51.0,20,20,1,2,0,0.3333333333333333,0,1,23,2,0,0
1,8,2,0,0,15,8.1,13,5,7,8,3,3.6666666666666665,0,6,23,2,0,1
3,1,2,1,1,44,43.0,27,13,10,8,7,2.0,0,6,38,1,0,1
3,8,3,1,0,0,,7,4,6,0,5,4.666666666666667,0,4,15,1,0,1
4,7,1,1,0,14,18.9,10,4,2,5,0,4.0,0,7,11,4,0,1
6,8,3,0,1,50,,14,6,4,10,2,5.666666666666667,0,6,22,5,0,1
0,3,1,0,1,26,24.9,8,7,15,9,7,1.3333333333333333,0,6,38,5,0,1
2,5,2,0,0,19,5.8,28,8,7,4,0,3.0,0,1,19,2,0,0
1,6,2,0,1,56,,2,8,6,9,4,3.0,0,2,27,1,0,0
3,7,2,1,1,36,57.1,17,7,11,1,7,4.0,0,5,26,1,0,1
3,2,2,1,1,0,21.0,9,17,4,3,4,2.3333333333333335,0,1,28,3,0,0
5,9,2,1,0,58,30.3,26,19,4,5,0,5.333333333333333,0,3,28,3,0,1
6,13,5,1,0,75,,15,12,15,1,5,8.0,0,1,33,4,1,0
3,3,3,0,0,18,33.3,15,10,11,5,4,3.0,0,3,30,3,0,0
5,3,2,1,0,30,14.6,3,14,6,7,0,3.3333333333333335,0,1,27,5,0,1
2,2,2,0,0,30,43.0,8,8,15,7,7,2.0,0,3,37,3,0,0
2,2,1,0,1,8,58.6,13,8,2,7,6,1.6666666666666667,0,2,23,1,0,0
6,6,0,0,0,35,5.8,4,9,1,0,7,4.0,0,2,17,2,0,0
2,2,0,0,0,46,,15,18,0,1,2,1.3333333333333333,0,1,21,4,0,0
2,2,1,1,0,0,,22,11,2,1,5,1.6666666666666667,0,1,19,2,0,0
4,7,4,0,1,40,,11,9,3,1,2,5.0,0,1,15,2,0,0
6,5,2,1,1,43,71.8,20,5,8,3,7,4.333333333333333,0,2,23,3,0,1
6,9,3,1,0,70,51.8,26,5,11,4,2,6.0,0,7,22,3,1,1
4,3,0,0,0,0,9.6,14,8,5,5,4,2.3333333333333335,0,1,22,1,0,0
0,4,1,0,0,24,58.4,15,18,10,0,4,1.6666666666666667,0,1,32,5,0,0
7,9,3,1,0,35,68.7,30,8,3,2,2,6.333333333333333,0,1,15,4,0,1
5,8,3,0,0,50,23.7,25,18,13,2,1,5.333333333333333,0,2,34,5,0,0
3,8,0,0,0,0,,30,12,14,3,3,3.6666666666666665,0,3,32,4,0,0
7,11,2,1,0,89,,9,17,12,4,1,6.666666666666667,0,2,34,3,1,1
1,2,1,1,1,68,59.3,6,19,15,6,7,1.3333333333333333,0,1,47,2,0,0
8,7,3,1,0,55,70.5,13,19,5,3,0,6.0,0,2,27,1,0,0
6,6,1,1,1,72,44.8,20,1,15,7,5,4.333333333333333,0,7,28,1,1,1
4,11,0,0,1,59,,22,3,13,9,2,5.0,0,6,27,5,0,1
3,2,0,0,1,35,69.0,17,9,9,10,6,1.6666666666666667,0,4,34,3,0,0
3,5,3,1,1,64,,21,11,15,6,1,3.6666666666666665,0,4,33,3,0,0
2,9,2,1,0,70,49.1,9,19,13,1,4,4.333333333333333,0,2,37,4,1,0
1,5,2,0,1,0,46.1,7,1,3,1,1,2.6666666666666665,0,1,6,2,0,0
5,2,1,0,0,4,5.6,2,3,12,0,7,2.6666666666666665,0,1,22,2,0,0
0,5,0,0,1,31,,12,10,5,3,2,1.6666666666666667,0,2,20,1,0,0
4,11,4,1,1,59,55.5,26,11,5,8,3,6.333333333333333,0,5,27,5,0,1
1,1,1,1,1,0,39.3,5,14,5,1,1,1.0,0,5,21,3,0,1
1,0,2,0,0,0,66.3,22,13,2,1,3,1.0,0,1,19,5,0,0
4,7,2,0,0,50,,18,11,1,9,4,4.333333333333333,0,4,25,5,0,1
0,0,2,0,0,0,21.9,26,1,0,2,2,0.6666666666666666,0,1,5,2,0,0
3,4,0,0,0,54,9.7,9,18,8,4,5,2.3333333333333335,0,3,35,1,0,0
0,2,2,1,0,13,32.1,30,9,11,10,3,1.3333333333333333,0,2,33,3,0,0
5,9,4,0,1,96,,14,15,15,6,1,6.0,0,1,37,4,1,0
6,9,2,1,1,64,,11,4,11,8,1,5.666666666666667,0,4,24,5,0,1
5,9,4,0,1,13,65.4,8,1,11,8,6,6.0,0,4,26,5,0,1
1,3,4,1,1,9,21.3,25,0,6,3,7,2.6666666666666665,0,3,16,3,0,0
2,10,1,0,0,15,43.5,1,1,14,10,3,4.333333333333333,0,5,28,4,0,1
1,9,0,0,1,0,,13,3,6,4,0,3.3333333333333335,0,2,13,1,0,0
3,4,0,0,1,3,39.7,1,8,10,4,2,2.3333333333333335,0,2,24,3,0,0
0,9,0,0,0,23,,21,1,15,4,5,3.0,0,1,25,3,0,0
5,11,2,1,0,61,,10,0,7,3,7,6.0,0,3,17,3,0,1
0,4,0,0,1,52,50.3,24,6,2,8,1,1.3333333333333333,0,2,17,3,0,0
8,3,2,1,1,49,,17,7,12,7,2,4.333333333333333,0,7,28,4,0,1
0,5,0,0,0,37,59.8,22,13,15,4,4,1.6666666666666667,0,1,36,3,0,0
2,3,6,1,1,21,,14,5,7,6,3,3.6666666666666665,0,4,21,1,0,1
4,4,0,0,1,41,17.3,22,7,7,3,3,2.6666666666666665,0,4,20,3,0,1
2,8,0,0,1,33,9.3,25,18,2,8,4,3.3333333333333335,0,6,32,5,0,1
8,6,1,1,1,48,5.7,27,15,14,3,7,5.0,0,1,39,2,0,0
0,5,0,0,0,62,27.3,9,1,13,4,5,1.6666666666666667,0,4,23,4,0,0
4,5,2,0,0,24,65.3,24,18,0,4,0,3.6666666666666665,0,2,22,3,0,0
3,7,3,1,1,18,66.0,3,3,7,4,6,4.333333333333333,0,3,20,3,0,0
7,12,4,1,0,48,64.5,16,10,1,10,5,7.666666666666667,0,4,26,3,0,1
2,5,3,0,0,9,68.5,30,0,12,3,5,3.3333333333333335,0,3,20,4,0,0
6,0,2,1,0,35,18.5,18,7,13,7,2,2.6666666666666665,0,1,29,3,0,0
1,3,1,0,0,50,12.8,28,9,4,0,6,1.6666666666666667,0,1,19,1,0,0
3,0,1,1,0,21,19.6,14,1,5,4,2,1.3333333333333333,0,2,12,3,0,0
7,9,2,0,1,65,11.6,22,12,2,1,5,6.0,0,3,20,1,0,1
8,5,2,1,0,51,17.6,18,13,15,2,1,5.0,0,2,31,1,0,0
6,7,2,0,1,50,37.2,28,8,6,3,6,5.0,0,6,23,4,0,1
8,5,5,1,0,25,,19,9,6,4,5,6.0,0,6,24,3,0,1
2,7,0,0,0,25,12.1,1,17,6,8,1,3.0,0,1,32,1,0,0
2,7,1,0,0,10,50.0,11,9,0,0,3,3.3333333333333335,0,2,12,1,0,0
3,4,4,1,0,40,21.4,6,2,3,6,0,3.6666666666666665,0,1,11,1,0,0
8,5,1,1,0,34,58.6,14,16,0,5,7,4.666666666666667,0,1,28,2,0,0
1,4,0,0,0,29,37.2,21,14,0,9,2,1.6666666666666667,0,1,25,3,0,0
6,7,1,1,1,21,8.2,16,7,11,6,7,4.666666666666667,0,2,31,5,0,1
8,5,0,0,0,49,27.7,19,17,5,1,4,4.333333333333333,0,1,27,3,0,0
2,1,1,1,0,61,19.6,30,3,12,7,3,1.3333333333333333,0,2,25,2,0,0
7,2,1,0,0,0,43.8,12,11,13,8,1,3.3333333333333335,0,2,33,2,0,0
2,4,3,0,0,14,,30,0,0,2,0,3.0,0,7,2,3,0,1
3,7,5,0,0,58,37.9,6,7,4,7,5,5.0,0,7,23,4,0,1
0,6,3,0,0,15,69.3,26,13,1,10,3,3.0,0,6,27,5,0,1
5,3,2,0,0,0,48.0,1,10,15,7,6,3.3333333333333335,0,4,38,1,0,0
7,10,0,0,1,22,41.5,22,9,4,2,2,5.666666666666667,0,3,17,2,0,1
4,0,1,1,0,47,70.1,25,16,8,8,1,1.6666666666666667,0,4,33,3,0,0
2,1,4,1,0,33,,5,14,6,5,4,2.3333333333333335,0,2,29,1,0,0
4,5,0,0,1,51,4.1,24,11,7,3,4,3.0,1,4,25,5,0,1
1,0,0,0,0,12,25.6,28,14,7,9,1,0.3333333333333333,0,7,31,1,0,1
1,4,1,1,1,22,,12,6,10,2,6,2.0,0,4,24,1,0,0
6,2,4,1,1,30,,1,15,11,8,1,4.0,0,2,35,3,0,1
8,7,5,1,0,41,,7,10,11,8,7,6.666666666666667,0,6,36,1,0,1
7,9,3,1,1,23,33.7,28,7,4,3,7,6.333333333333333,0,7,21,3,0,1
2,3,0,0,1,49,63.0,13,16,12,7,2,1.6666666666666667,0,3,37,5,0,1
2,7,0,0,1,0,16.4,29,10,4,10,2,3.0,0,2,26,3,0,0
2,12,2,1,0,37,36.1,17,2,5,4,2,5.333333333333333,0,3,13,1,0,0
3,8,2,0,0,11,60.1,9,12,15,10,2,4.333333333333333,0,2,39,1,0,0
3,3,2,1,1,44,60.1,2,7,0,6,0,2.6666666666666665,0,6,13,1,0,1
1,6,1,0,1,36,42.5,9,12,1,7,3,2.6666666666666665,0,4,23,4,0,0
5,4,2,1,0,27,9.2,4,20,2,8,2,3.6666666666666665,0,1,32,1,0,0
2,3,2,0,0,24,18.1,21,7,7,5,0,2.3333333333333335,0,6,19,5,0,1
3,1,2,0,0,32,61.6,14,16,12,10,7,2.0,0,1,45,2,0,0
3,0,0,0,0,26,1.0,3,9,4,2,4,1.0,1,3,19,4,0,1
2,1,1,1,1,78,45.0,12,9,11,6,7,1.3333333333333333,0,5,33,4,1,1
1,1,2,1,1,11,18.5,3,19,11,3,2,1.3333333333333333,0,1,35,3,0,0
0,0,1,1,0,13,,23,9,7,5,6,0.3333333333333333,0,1,27,2,0,0
1,1,0,0,1,1,,25,2,14,5,5,0.6666666666666666,0,2,26,3,0,0
5,1,2,1,1,6,8.0,12,1,1,5,4,2.6666666666666665,0,2,11,1,0,1
4,6,1,1,0,0,1.5,5,15,12,10,5,3.6666666666666665,1,2,42,3,0,0
5,6,1,0,0,31,5.2,23,20,2,2,7,4.0,0,2,31,1,0,0
3,1,0,0,0,0,59.9,30,19,4,7,1,1.3333333333333333,0,1,31,5,0,0
7,10,3,1,1,66,16.0,23,4,8,5,0,6.666666666666667,0,4,17,3,0,1
8,7,1,1,1,28,,4,6,0,8,3,5.333333333333333,0,3,17,3,0,1
1,7,0,0,0,100,35.4,3,17,4,10,7,2.6666666666666665,0,1,38,1,1,0
5,1,1,0,1,59,28.1,28,3,7,5,7,2.3333333333333335,0,1,22,1,0,0
1,1,0,0,0,7,32.7,26,10,13,1,3,0.6666666666666666,0,2,27,2,0,0
1,0,0,0,0,59,65.4,24,7,15,3,7,0.3333333333333333,0,3,32,1,0,0
1,3,0,0,1,29,63.1,6,13,4,2,7,1.3333333333333333,0,3,26,3,0,0
2,6,0,0,0,10,,26,19,4,5,7,2.6666666666666665,0,1,35,5,0,0
4,3,1,1,0,55,40.1,2,2,0,5,4,2.6666666666666665,0,5,11,5,0,1
4,4,2,0,0,21,42.5,13,12,13,1,7,3.3333333333333335,0,6,33,3,0,1
0,5,3,1,1,36,23.5,13,19,9,10,5,2.6666666666666665,0,4,43,4,0,0
7,3,4,1,0,99,65.8,24,9,3,5,2,4.666666666666667,0,4,19,3,1,1
0,4,1,0,0,0,55.8,10,20,7,2,3,1.6666666666666667,0,1,32,3,0,0
3,2,0,0,1,8,41.7,28,17,3,4,2,1.6666666666666667,0,3,26,3,0,0
5,6,2,0,1,52,2.7,27,4,11,4,1,4.333333333333333,1,3,20,4,0,1
6,7,1,1,1,55,,1,13,14,9,1,4.666666666666667,0,1,37,5,0,1
3,1,2,0,0,10,53.3,13,14,1,7,7,2.0,0,7,29,4,0,1
5,14,4,0,0,41,58.8,8,4,1,10,3,7.666666666666667,0,2,18,5,0,0
4,12,2,1,0,68,53.1,23,10,3,3,2,6.0,0,6,18,2,0,1
5,0,2,0,0,0,,14,17,14,6,0,2.3333333333333335,0,4,37,4,0,1
3,7,2,0,1,28,,14,9,14,1,5,4.0,0,2,29,4,0,0
2,0,4,0,0,14,33.4,12,10,4,7,2,2.0,0,2,23,5,0,0
2,4,3,1,1,0,,13,14,3,7,4,3.0,0,5,28,4,0,1
2,2,3,1,1,18,54.9,30,19,10,5,1,2.3333333333333335,0,2,35,1,0,1
5,2,2,1,0,50,39.6,22,8,10,0,0,3.0,0,5,18,3,0,1
7,5,0,0,0,46,52.4,2,4,14,4,5,4.0,0,3,27,4,0,1
1,5,0,0,1,36,,24,0,1,4,2,2.0,0,3,7,1,0,1
1,0,3,0,0,6,49.8,18,20,14,8,6,1.3333333333333333,0,3,48,1,0,0
2,5,3,1,1,75,70.8,19,12,11,4,5,3.3333333333333335,0,7,32,5,1,1
8,2,1,0,1,39,25.8,11,19,8,8,4,3.6666666666666665,0,2,39,2,0,0
1,2,4,0,1,12,63.8,21,11,7,7,7,2.3333333333333335,0,5,32,5,0,1
1,4,3,0,0,0,34.5,11,7,1,7,4,2.6666666666666665,0,3,19,1,0,1
7,10,3,1,1,55,32.6,2,13,12,10,1,6.666666666666667,0,7,36,5,0,1
4,10,2,0,0,15,19.9,24,10,14,8,4,5.333333333333333,0,7,36,4,0,1
5,0,0,0,0,4,,6,1,1,1,7,1.6666666666666667,0,1,10,1,0,0
0,0,0,0,0,0,55.4,14,8,10,9,7,0.0,0,4,34,3,0,0
7,9,3,1,1,44,,1,11,6,9,4,6.333333333333333,0,3,30,3,0,1
4,5,2,1,1,15,57.0,10,20,10,1,2,3.6666666666666665,0,4,33,3,0,1
3,10,3,1,1,32,57.1,14,17,5,1,7,5.333333333333333,0,2,30,3,0,0
5,6,3,1,1,46,15.1,21,7,12,4,6,4.666666666666667,0,2,29,1,0,0
3,5,3,1,0,36,42.7,14,15,1,6,3,3.6666666666666665,0,3,25,5,0,0
2,2,2,1,1,22,,25,0,3,7,4,2.0,0,2,14,1,0,0
1,1,0,0,1,16,31.1,6,8,2,3,7,0.6666666666666666,0,2,20,1,0,0
7,5,4,0,1,44,,1,4,3,2,6,5.333333333333333,0,6,15,2,0,1
3,8,2,1,0,18,3.5,20,7,11,1,6,4.333333333333333,1,4,25,3,0,0
2,1,2,1,0,13,38.4,15,2,11,7,0,1.6666666666666667,0,3,20,3,0,1
0,5,3,1,0,9,11.5,0,13,2,5,7,2.6666666666666665,0,6,27,1,0,1
3,5,1,1,1,33,,21,7,3,4,0,3.0,0,4,14,3,0,0
3,5,2,0,0,55,27.2,26,10,3,3,5,3.3333333333333335,0,1,21,3,0,0
7,4,3,1,1,53,,21,11,4,2,6,4.666666666666667,0,3,23,3,0,0
2,2,0,0,0,23,35.4,29,0,0,6,5,1.3333333333333333,0,4,11,4,0,0
6,7,4,0,0,62,62.2,21,4,0,2,4,5.666666666666667,0,4,10,2,0,0
2,0,1,0,0,0,9.6,19,19,14,8,0,1.0,0,1,41,1,0,0
1,2,0,0,0,13,10.6,27,4,11,10,6,1.0,0,1,31,4,0,1
3,13,2,1,1,11,1.5,27,20,14,8,3,6.0,1,3,45,1,0,0
4,4,3,0,1,55,32.9,9,4,11,6,1,3.6666666666666665,0,2,22,4,0,0
1,0,2,0,0,41,17.0,11,18,10,0,3,1.0,0,1,31,5,0,0
3,12,0,0,0,39,,9,1,9,4,4,5.0,0,3,18,1,0,1
1,6,0,0,1,37,,29,14,10,4,1,2.3333333333333335,0,7,29,3,0,1
3,10,0,0,0,25,11.3,29,5,8,8,2,4.333333333333333,0,3,23,4,0,0
0,7,0,0,0,41,,26,9,2,10,5,2.3333333333333335,0,1,26,3,0,1
9,4,1,0,0,19,47.2,25,19,13,10,6,4.666666666666667,0,5,48,5,0,1
4,0,0,0,0,0,0.8,21,13,1,1,7,1.3333333333333333,1,1,22,3,0,0
5,9,3,0,0,25,28.0,18,16,12,1,7,5.666666666666667,0,1,36,1,0,0
6,6,2,0,0,50,,30,16,9,10,0,4.666666666666667,0,1,35,3,0,0
5,0,2,1,0,0,1.0,10,1,0,8,6,2.3333333333333335,1,2,15,3,0,0
5,6,0,0,0,76,33.4,13,17,1,6,7,3.6666666666666665,0,3,31,3,1,0
2,7,4,1,0,7,11.5,2,10,6,1,3,4.333333333333333,0,4,20,1,0,1
12,8,2,1,1,36,2.4,26,18,13,0,3,7.333333333333333,1,4,34,3,0,1
0,1,2,0,1,0,68.9,4,11,8,3,6,1.0,0,3,28,5,0,0
5,6,0,0,0,61,37.6,14,19,6,5,0,3.6666666666666665,0,1,30,5,0,0
5,2,3,1,0,31,,20,7,8,1,7,3.3333333333333335,0,1,23,1,0,0
4,5,0,0,1,20,55.8,8,5,7,5,5,3.0,0,5,22,5,0,1
2,0,0,0,0,30,12.8,22,3,6,2,2,0.6666666666666666,0,1,13,5,0,0
0,5,4,1,1,13,17.9,28,7,5,2,1,3.0,0,6,15,3,0,1
1,4,2,1,1,3,26.6,21,2,3,1,3,2.3333333333333335,0,1,9,1,0,0
1,5,0,0,1,59,,16,15,6,0,4,2.0,0,3,25,2,0,0
8,11,3,1,0,50,36.5,8,6,15,3,1,7.333333333333333,0,4,25,2,0,1
0,4,4,1,0,25,16.7,26,6,4,8,6,2.6666666666666665,0,7,24,4,0,1
5,9,1,0,0,85,13.6,25,17,8,3,4,5.0,0,1,32,5,1,0
4,2,0,0,1,7,14.1,13,3,0,1,2,2.0,0,1,6,2,0,0
0,8,0,0,0,33,2.3,19,1,11,4,1,2.6666666666666665,1,6,17,1,0,1
2,3,2,1,0,56,46.0,15,10,7,1,6,2.3333333333333335,0,1,24,3,0,0
6,6,1,1,1,34,40.3,1,0,8,5,7,4.333333333333333,0,7,20,2,0,1
2,1,3,1,1,7,71.8,16,2,13,9,7,2.0,0,1,31,5,0,0
3,13,2,0,1,52,51.9,6,5,11,9,4,6.0,0,3,29,4,0,1
3,3,1,0,0,37,,16,1,0,10,2,2.3333333333333335,0,3,13,4,0,0
4,9,1,1,1,31,18.7,16,14,4,7,6,4.666666666666667,0,5,31,1,0,1
5,1,0,0,0,63,1.4,30,13,5,3,0,2.0,1,6,21,3,0,1
7,7,2,0,1,53,11.1,29,9,14,8,6,5.333333333333333,0,4,37,5,0,1
0,0,0,0,0,0,64.9,10,1,15,6,1,0.0,0,2,23,2,0,0
3,9,3,1,1,10,6.8,10,13,5,4,6,5.0,0,7,28,5,0,1
4,4,1,1,1,23,46.5,0,5,15,8,1,3.0,0,3,29,3,0,0
0,3,0,0,0,25,41.5,9,3,10,8,6,1.0,0,2,27,3,0,0
3,5,3,0,1,20,26.6,7,8,13,9,7,3.6666666666666665,0,2,37,1,0,0
9,9,5,1,0,45,,24,18,8,5,1,7.666666666666667,0,2,32,2,0,0
7,8,2,0,1,40,54.8,27,6,2,9,6,5.666666666666667,0,3,23,3,0,1
5,8,5,0,1,32,53.6,4,8,11,9,0,6.0,0,6,28,3,0,1
1,1,0,0,1,10,16.6,16,15,4,5,7,0.6666666666666666,0,4,31,5,0,0
0,0,0,0,0,45,,30,5,4,10,0,0.0,0,3,19,5,0,1
4,3,0,0,0,13,23.8,10,7,4,8,0,2.3333333333333335,0,1,19,3,0,0
1,6,2,0,1,26,38.1,0,3,11,2,6,3.0,0,4,22,2,0,1
1,2,1,0,0,39,12.8,28,12,15,10,2,1.3333333333333333,0,2,39,1,0,0
3,7,0,0,0,30,,10,15,10,0,4,3.3333333333333335,0,1,29,1,0,0
6,8,6,1,1,57,68.6,4,13,7,0,3,6.666666666666667,0,4,23,3,0,1
0,0,2,0,0,28,6.3,1,8,14,4,2,0.6666666666666666,0,1,28,5,0,0
6,6,2,0,0,12,57.8,16,16,6,9,1,4.666666666666667,0,7,32,3,0,1
8,5,4,1,1,86,51.3,3,19,12,3,1,5.666666666666667,0,6,35,3,1,1
5,10,2,0,1,0,16.6,29,0,4,6,2,5.666666666666667,0,6,12,1,0,1
7,5,3,1,0,26,47.5,1,11,9,9,3,5.0,0,4,32,1,0,0
7,12,3,1,1,49,,9,9,0,9,3,7.333333333333333,0,4,21,4,0,1
4,0,2,0,0,12,29.8,5,1,2,5,4,2.0,0,2,12,3,0,0
0,9,3,1,0,28,66.7,19,0,7,2,1,4.0,0,1,10,1,0,0
0,5,1,1,0,48,,24,3,1,6,7,2.0,0,1,17,3,0,0
3,3,0,0,1,19,50.1,0,12,14,5,3,2.0,0,3,34,5,0,0
0,0,0,0,0,4,68.6,25,4,4,4,0,0.0,0,1,12,5,0,1
3,4,0,0,1,22,19.0,25,13,14,3,1,2.3333333333333335,0,7,31,3,0,1
2,5,3,0,0,0,,8,16,12,5,3,3.3333333333333335,0,2,36,4,0,1
1,6,2,1,0,58,,23,9,10,7,3,3.0,0,1,29,1,0,0
0,0,0,0,0,13,57.0,17,6,12,0,2,0.0,0,3,20,3,0,1
0,0,1,0,0,21,46.0,9,18,2,7,0,0.3333333333333333,0,1,27,4,0,0
2,0,2,1,0,13,57.9,22,9,2,1,5,1.3333333333333333,0,2,17,3,0,0
4,9,2,1,1,68,40.0,26,1,15,0,5,5.0,0,2,21,3,0,1
3,0,3,1,0,15,39.2,19,16,2,8,0,2.0,0,1,26,3,0,0
3,0,0,0,0,11,16.2,10,15,1,7,4,1.0,0,3,27,1,0,0
2,0,0,0,0,18,24.6,16,14,7,2,4,0.6666666666666666,0,1,27,1,0,0
3,0,1,0,0,2,,1,16,10,0,5,1.3333333333333333,0,4,31,1,0,0
1,12,2,1,1,61,,6,5,8,3,0,5.0,0,2,16,3,0,0
6,2,1,0,0,55,25.3,15,2,1,1,6,3.0,0,2,10,3,0,1
8,8,3,1,0,36,,15,5,4,8,6,6.333333333333333,0,3,23,3,0,1
2,2,1,1,0,25,40.5,30,9,2,6,4,1.6666666666666667,0,7,21,1,0,1
4,0,2,0,0,26,38.7,11,18,3,7,5,2.0,0,1,33,5,0,0
2,12,2,0,1,0,4.6,21,7,10,9,6,5.333333333333333,1,4,32,3,0,1
0,7,0,0,0,16,69.4,6,18,11,4,7,2.3333333333333335,0,1,40,3,0,0
8,5,1,1,1,10,33.7,7,0,7,7,2,4.666666666666667,0,4,16,2,0,0
0,10,0,0,0,8,41.6,30,7,0,0,4,3.3333333333333335,0,2,11,3,0,0
0,0,0,0,0,19,9.0,10,10,7,8,2,0.0,0,1,27,1,0,1
0,5,1,1,0,57,32.6,10,1,12,8,0,2.0,0,6,21,1,0,1
0,1,4,0,0,0,41.9,6,13,13,7,6,1.6666666666666667,0,1,39,4,0,0
4,6,0,0,0,56,,26,12,10,5,4,3.3333333333333335,0,3,31,3,0,1
3,4,2,0,0,25,42.6,30,17,1,0,7,3.0,0,3,25,1,0,0
0,7,2,1,1,43,44.0,25,0,12,6,3,3.0,0,3,21,3,0,0
3,6,2,0,0,44,67.9,1,19,5,7,6,3.6666666666666665,0,1,37,1,0,0
8,9,4,1,0,67,59.2,13,10,8,4,7,7.0,0,2,29,1,0,1
5,0,1,1,0,11,36.0,30,9,2,1,3,2.0,0,4,15,4,0,0
0,2,3,1,0,50,,11,3,12,0,7,1.6666666666666667,0,7,22,4,0,1
5,2,0,0,0,15,40.6,22,5,3,0,1,2.3333333333333335,0,1,9,3,0,0
4,11,2,1,1,72,50.3,0,7,5,2,4,5.666666666666667,0,2,18,3,1,1
5,3,0,0,0,2,14.0,15,11,11,4,6,2.6666666666666665,0,2,32,1,0,0
3,7,3,1,1,30,47.1,1,12,7,1,0,4.333333333333333,0,1,20,1,0,0
1,4,3,0,0,25,35.8,23,0,13,8,4,2.6666666666666665,0,1,25,4,0,0
0,0,3,1,0,0,21.5,27,2,14,2,7,1.0,0,3,25,5,0,1
0,5,3,1,0,16,,17,6,10,6,7,2.6666666666666665,0,6,29,3,0,1
5,6,0,0,0,52,25.1,9,8,11,2,4,3.6666666666666665,0,7,25,3,0,1
0,3,2,1,0,17,45.5,9,18,1,1,3,1.6666666666666667,0,6,23,5,0,1
10,7,2,1,1,77,46.3,26,9,12,8,3,6.333333333333333,0,4,32,3,1,1
4,6,1,1,1,30,11.0,8,5,6,5,3,3.6666666666666665,0,2,19,2,0,0
0,8,0,0,1,37,,24,16,3,5,1,2.6666666666666665,0,1,25,2,0,0
5,11,0,0,1,55,6.9,16,17,14,6,7,5.333333333333333,0,2,44,5,0,0
4,5,0,0,0,63,,9,16,4,5,3,3.0,0,2,28,4,0,0
2,6,3,1,1,33,19.2,14,11,2,2,2,3.6666666666666665,0,3,17,5,0,1
1,1,0,0,0,16,24.8,9,14,15,10,4,0.6666666666666666,0,1,43,1,0,0
0,5,0,0,0,33,,22,0,10,8,5,1.6666666666666667,0,2,23,3,0,0
2,8,3,0,1,57,2.5,11,9,0,5,2,4.333333333333333,1,1,16,4,0,0
2,0,1,0,0,0,21.3,26,3,14,8,3,1.0,0,4,28,1,0,0
3,6,1,0,0,30,40.0,23,16,4,7,5,3.3333333333333335,0,2,32,1,0,0
0,0,0,0,0,26,4.4,2,15,14,1,0,0.0,1,2,30,4,0,0
6,1,2,0,1,8,,8,16,6,4,4,3.0,0,1,30,5,0,0
5,6,3,1,0,20,38.8,4,6,11,4,2,4.666666666666667,0,7,23,5,0,1
2,2,1,0,0,24,36.4,0,3,2,9,6,1.6666666666666667,0,7,20,4,0,1
3,8,3,0,0,49,,27,7,1,9,3,4.666666666666667,0,1,20,3,0,0
2,10,1,0,0,38,38.7,9,10,0,0,3,4.333333333333333,0,7,13,5,0,1
5,7,1,1,1,95,66.9,20,3,4,7,3,4.333333333333333,0,5,17,3,1,1
3,5,2,1,1,39,,30,6,2,6,1,3.3333333333333335,0,5,15,1,0,1
2,8,1,1,1,41,15.2,9,18,14,6,0,3.6666666666666665,0,2,38,1,0,0
4,3,3,0,0,34,28.6,0,9,8,8,6,3.3333333333333335,0,7,31,3,0,1
0,0,1,0,0,27,43.7,21,3,0,0,5,0.3333333333333333,0,1,8,3,0,0
0,6,0,0,1,0,56.0,6,20,15,9,2,2.0,0,4,46,3,0,0
5,6,5,0,1,36,20.6,26,14,5,5,1,5.333333333333333,0,6,25,4,0,1
4,6,4,0,1,33,,0,18,7,10,4,4.666666666666667,0,1,39,5,0,0
3,0,1,0,0,26,2.3,7,10,5,7,4,1.3333333333333333,1,2,26,2,0,0
5,4,0,0,1,2,,16,0,1,0,3,3.0,0,6,4,4,0,1
1,0,0,0,0,5,29.6,13,9,4,8,1,0.3333333333333333,0,1,22,1,0,0
5,6,1,0,0,35,42.2,17,16,12,4,0,4.0,0,2,32,2,0,0
0,4,2,1,0,25,7.5,1,5,14,10,3,2.0,0,2,32,3,0,1
3,0,4,0,0,0,47.5,8,0,13,0,7,2.3333333333333335,0,3,20,5,0,0
4,9,1,0,0,59,1.4,8,9,12,0,5,4.666666666666667,1,1,26,3,0,0
4,5,3,0,0,47,52.6,16,1,14,5,3,4.0,0,7,23,4,0,1
